"CLE_PRODUIT";"PRNOM";"LIBELLE_DCI";"CODEUD";"LIBELUD"
5556;"SODIUM CHLORURE 1.17 g/20 mL, sol à diluer pr perf, amp PROAMP";"SODIUM CHLORURE";"amp";"ampoule(s)"
5559;"SODIUM CHLORURE 20% B BRAUN, sol à diluer inj, amp 10 mL MINI-PLASCO CONNECT";"SODIUM CHLORURE";"amp";"ampoule(s)"
5546;"SODIUM CHLORURE 0.9% B BRAUN, sol inj, amp PP 10 mL";"SODIUM CHLORURE";"amp";"ampoule(s)"
5557;"SODIUM CHLORURE 10%, sol à diluer pr perf, amp 10 mL PROAMP";"SODIUM CHLORURE";"amp";"ampoule(s)"
3970;"MAGNESIUM SULFATE 15% LAVOISIER, sol inj, IV, amp PP 10 mL";"MAGNESIUM SULFATE";"amp";"ampoule(s)"
2043;"NUTRYELT, sol à diluer pr perf, amp 10 mL";"ELECTROLYTES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES";"amp";"ampoule(s)"
26161;"JUNIMIN, sol à diluer pr perf, amp 10 mL";"ELECTROLYTES EN ASSOCIATION AVEC D'AUTRES SUBSTANCES";"amp";"ampoule(s)"
6888;"VIALEBEX 10 g/50 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
6885;"VIALEBEX 20 g/500 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
6886;"VIALEBEX 2 g/10 mL, nn et nour, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
25295;"VIALEBEX 20 g/100 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
11646;"ALBUNORM 20 g/100 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
36094;"ALBUNORM 10 g/250 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
30025;"VIALEBEX 25 g/500 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
35643;"ALBUREX 20 g/100 mL, sol pr perf, flac";"ALBUMINE";"flac";"flacon(s)"
3627;"INTRALIPIDE 20%, émulsion pr perf, poche 500 mL FREEFLEX";"EMULSIONS LIPIDIQUES";"poche";"poche(s)"
3314;"GLUCOSE 10% LAVOISIER, sol pr perf, amp PP 10 mL";"HYDRATES DE CARBONE";"amp";"ampoule(s)"
3315;"GLUCOSE 20% B BRAUN, sol pr perf, poche 500 mL ECOFLAC";"HYDRATES DE CARBONE";"poche";"poche(s)"
3317;"GLUCOSE 30% LAVOISIER, sol inj, amp 20 mL";"HYDRATES DE CARBONE";"amp";"ampoule(s)"
24885;"GLUCOSE 30% AGUETTANT, sol pr perf, poche 100 mL COSINUS";"HYDRATES DE CARBONE";"mL";"millilitre(s)"
38794;"GLUCOSE 2.5% B BRAUN, sol pr perf, poche 500 mL ECOFLAC";"HYDRATES DE CARBONE";"poche";"poche(s)"
13750;"PEDIAVEN NOUVEAU-NE 2, 118 kcal/250 mL AP-HP, sol pr perf, poche bi-comp BIOFINE";"SOLUTIONS POUR NUTRITION PARENTERALE/MELANGES";"poche";"poche(s)"
16985;"PEDIAVEN NOUVEAU-NE 1, 115 kcal/250 mL AP-HP, sol pr perf, poche bi-comp BIOFINE";"SOLUTIONS POUR NUTRITION PARENTERALE/MELANGES";"poche";"poche(s)"
26112;"NUMETAH G19%E 1 139 kcal/1 000 mL, émulsion pr perf, poche tri-comp";"SOLUTIONS POUR NUTRITION PARENTERALE/MELANGES";"mL";"millilitre(s)"
29341;"NUMETAH G13% E 273 kcal/300 mL, prématuré, émulsion pr perf, poche tri-comp";"SOLUTIONS POUR NUTRITION PARENTERALE/MELANGES";"poche";"poche(s)"
888;"CALCIUM GLUCONATE 10%, sol inj, amp 10 mL PROAMP";"ELECTROLYTES";"amp";"ampoule(s)"
3998;"MANNITOL 20% AGUETTANT, sol pr perf, poche PVC 250 mL";"MANNITOL";"poche";"poche(s)"
7526;"PYRIDOXINE CHLORHYDRATE 250 mg/5 mL RENAUDIN, sol inj, amp";"PYRIDOXINE (VIT B6)";"amp";"ampoule(s)"
16258;"VIT B6, 250 mg ARROW, cpr quadriséc";"PYRIDOXINE (VIT B6)";"cpr";"comprimé(s)"
17134;"PYRIDOXAL PHOSPHATE 20MG/ML SOLUTION BUVABLE FLACON 60ML";"PYRIDOXINE (VIT B6)";"flac";"flacon(s)"
20397;"BECILAN 250 mg, cpr séc";"PYRIDOXINE (VIT B6)";"cpr";"comprimé(s)"
7527;"VIT E 100 mg/mL, susp buv, flac 100 mL";"TOCOPHEROL";"flac";"flacon(s)"
6625;"TOCO 500 mg, caps";"TOCOPHEROL";"caps";"capsule(s)"
20940;"BIOTINE 5 mg/1 mL BAYER, sol inj, IM, amp";"BIOTINE";"amp";"ampoule(s)"
17686;"UVESTEROL VIT A.D.E.C, sol buv, flac 10 mL";"ASSOCIATIONS DE VITAMINES";"dose";"dose(s)"
26022;"SOLUVIT, lyophilisat pr sol inj";"POLYVITAMINES, AUTRES ASSOCIATIONS";"flac";"flacon(s)"
3458;"HYDROSOL POLYVIT PHARMADEVELOPPEMENT, sol buv en gouttes, flac 20 mL";"POLYVITAMINES NON ASSOCIEES";"flac c-gttes";"flacon compte-gouttes"
8983;"A 313, 50 000 iu, caps";"RETINOL (VIT A)";"caps";"capsule(s)"
13556;"STEROGYL, sol buv en gouttes, flac 20 mL";"ERGOCALCIFEROL";"flac c-gttes";"flacon compte-gouttes"
6797;"UN-ALFA 0.1 ug/goutte, sol buv, flac 10 mL";"ALFACALCIDOL";"flac c-gttes";"flacon compte-gouttes"
6798;"UN-ALFA 1 ug/0.5 mL, sol inj, IV, amp";"ALFACALCIDOL";"amp";"ampoule(s)"
6799;"UN-ALFA 2 ug/1 mL, sol inj, IV, amp";"ALFACALCIDOL";"amp";"ampoule(s)"
10159;"UN-ALFA 0.25 ug, caps";"ALFACALCIDOL";"caps";"capsule(s)"
10660;"VIT D3, 200 000 iu/1 mL BON, sol inj, IM, amp";"CHOLECALCIFEROL";"amp";"ampoule(s)"
26797;"ZYMAD 10 000 iu/mL, sol buv, flac compte-gouttes 10 mL";"CHOLECALCIFEROL";"flac c-gtt";"flacon(s) compte-gouttes"
31592;"ZYMAD 50 000 iu, sol buv, amp 2 mL";"CHOLECALCIFEROL";"amp";"ampoule(s)"
2046;"DEDROGYL 15 mg/100 mL, sol buv en gouttes, flac 10 mL";"CALCIFEDIOL";"flac c-gttes";"flacon compte-gouttes"
22320;"BENERVA 250 mg, cpr";"THIAMINE (VIT B1)";"cpr";"comprimé(s)"
27304;"BEVITINE 500 mg/10 mL, sol inj, amp";"THIAMINE (VIT B1)";"amp";"ampoule(s)"
6796;"UMULINE NPH 100 iu/mL, susp inj, stylo 3 mL KWIKPEN";"INSULINE HUMAINE";"stylo_prr";"stylo(s) pré-rempli(s)"
12011;"INSULATARD 100 iu/mL, susp inj, cart 3 mL PENFILL";"INSULINE HUMAINE";"cart";"cartouche(s)"
3302;"METFORMINE 1 000 mg ARROW LAB, cpr séc";"METFORMINE";"cpr";"comprimé(s)"
3303;"METFORMINE 850 mg ARROW LAB, cpr";"METFORMINE";"cpr";"comprimé(s)"
5947;"STAGID 700 mg, cpr séc";"METFORMINE";"cpr";"comprimé(s)"
14309;"METFORMINE 500 mg ARROW LAB, cpr";"METFORMINE";"cpr";"comprimé(s)"
39336;"METFORMINE 1 000 mg VIATRIS, cpr dispersible";"METFORMINE";"cpr";"comprimé(s)"
39337;"METFORMINE 500 mg VIATRIS, cpr dispersible";"METFORMINE";"cpr";"comprimé(s)"
39338;"METFORMINE 850 mg VIATRIS, cpr dispersible";"METFORMINE";"cpr";"comprimé(s)"
3406;"GLIBENCLAMIDE 2.5 mg SANDOZ, cpr séc";"GLIBENCLAMIDE";"cpr";"comprimé(s)"
39123;"AMGLIDIA 6 mg/mL, susp buv, flac 30 mL + srg 1 mL";"GLIBENCLAMIDE";"flac";"flacon(s)"
39100;"AMGLIDIA 0.6 mg/mL, susp buv, flac 30 mL + srg 1 mL";"GLIBENCLAMIDE";"flac";"flacon(s)"
11009;"DIAMICRON 60 mg, cpr séc à libération modifiée";"GLICLAZIDE";"cpr";"comprimé(s)"
327;"GLIMEPIRIDE 1 mg ARROW GENERIQUES, cpr séc";"GLIMEPIRIDE";"cpr";"comprimé(s)"
328;"GLIMEPIRIDE 3 mg ARROW GENERIQUES, cpr séc";"GLIMEPIRIDE";"cpr";"comprimé(s)"
3304;"ACARBOSE 50 mg ARROW, cpr";"ACARBOSE";"cpr";"comprimé(s)"
1956;"CREON 10 000 u, gélule gastro-résistante";"MULTIENZYMES (LIPASE, PROTEASE...)";"gel";"gélule(s)"
1957;"CREON 25 000 u, gélule gastro-résistante";"MULTIENZYMES (LIPASE, PROTEASE...)";"gel";"gélule(s)"
19978;"CREON 5 000 u, granulés gastro-résistants, flac 20 g";"MULTIENZYMES (LIPASE, PROTEASE...)";"c_mes";"cuillère(s) mesure(s)"
3443;"HUMALOG 100 iu/mL, sol inj, cart 3 mL";"INSULINE LISPRO";"cart";"cartouche(s)"
3444;"HUMALOG MIX 25, 100 iu/mL, susp inj, stylo 3 mL KWIKPEN";"INSULINE LISPRO";"stylo_prr";"stylo(s) pré-rempli(s)"
3445;"HUMALOG MIX 50, 100 iu/mL, susp inj, stylo 3 mL KWIKPEN";"INSULINE LISPRO";"stylo_prr";"stylo(s) pré-rempli(s)"
8000;"HUMALOG 100 iu/mL, sol inj, stylo 3 mL KWIKPEN";"INSULINE LISPRO";"stylo_prr";"stylo(s) pré-rempli(s)"
30212;"HUMALOG 100 iu/mL, junior, sol inj, stylo 3 mL KWIKPEN";"INSULINE LISPRO";"mL";"millilitre(s)"
20394;"HUMALOG 200 iu/mL, sol inj, stylo 3 mL KWIKPEN";"INSULINE LISPRO";"stylo_prr";"stylo(s) pré-rempli(s)"
3476;"LOPERAMIDE 2 mg ARROW LAB, gélule";"LOPERAMIDE";"gel";"gélule(s)"
38789;"LOPERAMIDE LYOC 2 mg, lyophilisat oral";"LOPERAMIDE";"lyoph_or";"lyophilisat oral(s)"
8719;"BETNESOL 5 mg, sol rect, poche 100 mL";"BETAMETHASONE";"mL";"millilitre(s)"
5395;"SALAZOPYRINE 500 mg, cpr gastro-résistant";"SULFASALAZINE";"cpr";"comprimé(s)"
5343;"PENTASA 500 mg, cpr";"MESALAZINE";"cpr";"comprimé(s)"
4458;"PENTASA 1 g, susp rect, flac 100 mL";"MESALAZINE";"flac";"flacon(s)"
11376;"PENTASA 1 g, suppo";"MESALAZINE";"suppo";"suppositoire(s)"
9812;"FIVASA 800 mg, cpr gastro-résistant";"MESALAZINE";"cpr";"comprimé(s)"
38784;"PENTASA 1 g, granulés, sachet";"MESALAZINE";"sachet";"sachet(s)-dose"
21752;"PENTASA 2 g, granulés, sachet";"MESALAZINE";"sachet";"sachet(s)-dose"
35024;"FIVASA 500 mg, suppo";"MESALAZINE";"suppo";"suppositoire(s)"
13196;"ULTRA-LEVURE 200 mg, gélule";"SACCHAROMYCES BOULARDII";"gel";"gélule(s)"
6615;"TIORFAN 10 mg, nour, pdr orale, sachet";"RACECADOTRIL";"sachet";"sachet(s)-dose"
6616;"RACECADOTRIL 100 mg ARROW, gélule";"RACECADOTRIL";"gel";"gélule(s)"
6617;"TIORFAN 30 mg, enf, pdr orale, sachet";"RACECADOTRIL";"sachet";"sachet(s)-dose"
4160;"MYCOSTATINE 100 000 iu/mL, susp buv, flac 24 mL";"NYSTATINE";"flac";"flacon(s)"
37376;"HUMATIN 250 mg, gélule";"PAROMOMYCINE";"gel";"gélule(s)"
31649;"HUMATIN PULVIS 1 g, pdr pr sol buv, flac 10 mL";"PAROMOMYCINE";"flac";"flacon(s)"
20231;"TIXTAR 550 mg, cpr";"RIFAXIMINE";"cpr";"comprimé(s)"
8649;"CARBOSYLANE, gélule";"CHARBON MEDICINAL EN ASSOCIATION";"dose";"dose(s)"
33636;"MOVIPREP, pdr pr sol buv, sachet & sachet";"LAXATIFS OSMOTIQUES";"sachet";"sachet(s)-dose"
2354;"DUPHALAC 10 g, sol buv, sachet 15 mL";"LACTULOSE";"mL";"millilitre(s)"
2355;"DUPHALAC 66.5%, sol buv, flac 200 mL";"LACTULOSE";"flac";"flacon(s)"
4152;"MOVICOL, pdr pr sol buv, sachet";"MACROGOL EN ASSOCIATION";"sachet";"sachet(s)-dose"
3106;"COLOPEG, pdr pr sol buv, sachet";"MACROGOL EN ASSOCIATION";"sachet";"sachet(s)-dose"
37868;"MICROLAX, sol rect, récipient unidose 5 mL";"LAURYLSULFATE, ASSOCIATIONS INCLUSES";"rec_unidos";"récipient(s) unidose"
4250;"NORMACOL LAVEMENT, ad, sol rect, récipient unidose 130 mL";"ASSOCIATIONS";"tube";"tube(s)"
4251;"NORMACOL LAVEMENT, enf, sol rect, récipient unidose 60 mL";"ASSOCIATIONS";"tube";"tube(s)"
3325;"CRISTAL, ad, suppo";"GLYCEROL";"suppo";"suppositoire(s)"
3326;"CRISTAL, enf, suppo";"GLYCEROL";"suppo";"suppositoire(s)"
3327;"CRISTAL, nour, suppo";"GLYCEROL";"suppo";"suppositoire(s)"
21801;"EDUCTYL, enf, suppo";"MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE";"suppo";"suppositoire(s)"
9100;"EDUCTYL, ad, suppo";"MEDICAMENTS PRODUISANT DE L'ANHYDRIDE CARBONIQUE";"suppo";"suppositoire(s)"
3437;"HUILE DE PARAFFINE GILBERT, sol buv, flac 250 mL";"HUILE DE PARAFFINE";"flac";"flacon(s)"
3861;"LANSOYL FRAMBOISE, gel oral, récipient unidose 15 g";"HUILE DE PARAFFINE";"g";"gramme(s)"
34777;"DULCOLAX 5 mg, cpr gastro-résistant";"BISACODYL";"cpr";"comprimé(s)"
7545;"X PREP, pdr orale, sachet";"GLYCOSIDES DE SENE";"sachet";"sachet(s)-dose"
33638;"CITRAFLEET, pdr pr sol buv, sachet";"SODIUM PICOSULFATE EN ASSOCIATION";"sachet";"sachet(s)-dose"
20197;"SPAGULAX, pdr efferv pr susp buv, sachet";"ISPAGHUL (GRAINES DE PSYLLIUM)";"sachet";"sachet(s)-dose"
4963;"PRIMPERAN 10 mg, cpr séc";"METOCLOPRAMIDE";"cpr";"comprimé(s)"
4965;"METOCLOPRAMIDE CHLORHYDRATE 10 mg/2 mL RENAUDIN, sol inj, amp";"METOCLOPRAMIDE";"amp";"ampoule(s)"
4966;"PRIMPERAN 0.1%, ad, sol buv, flac 200 mL";"METOCLOPRAMIDE";"flac";"flacon(s)"
4150;"DOMPERIDONE 10 mg ARROW, cpr";"DOMPERIDONE";"cpr";"comprimé(s)"
7590;"SETOFILM 4 mg, film orodispersible";"ONDANSETRON";"flm orodisp";"film orodispersible"
7591;"ONDANSETRON 4 mg/2 mL VIATRIS, sol inj, IV, amp";"ONDANSETRON";"amp";"ampoule(s)"
7592;"SETOFILM 8 mg, film orodispersible";"ONDANSETRON";"flm orodisp";"film orodispersible"
7593;"ONDANSETRON 8 mg/4 mL VIATRIS, sol inj, IV, amp";"ONDANSETRON";"amp";"ampoule(s)"
33463;"ZOPHREN 4 mg/5 mL, sirop, flac 50 mL";"ONDANSETRON";"c_mes";"cuillère(s) mesure(s)"
5410;"SCOPODERM TTS 1 mg/72 h, dispositif transdermique";"SCOPOLAMINE";"dtd";"dispositif(s) transdermique(s)"
7535;"VOGALENE 5 mg, suppo séc";"METOPIMAZINE";"suppo";"suppositoire(s)"
7534;"VOGALENE 10 mg/1 mL, sol inj, amp";"METOPIMAZINE";"amp";"ampoule(s)"
39063;"VOGALENE LYOC 7.5 mg, lyophilisat oral";"METOPIMAZINE";"lyoph_or";"lyophilisat oral(s)"
9934;"POLYSILANE UPSA, gel oral, sachet";"AUTRES ANTICHOLINERGIQUES DE SYNTHESE";"sachet";"sachet(s)-dose"
478;"ATROPINE SULFATE 0.5 mg/1 mL AGUETTANT, sol inj, amp";"ATROPINE";"amp";"ampoule(s)"
477;"ATROPINE SULFATE 0.25 mg/1 mL AGUETTANT, sol inj, amp";"ATROPINE";"amp";"ampoule(s)"
25244;"ATROPINE SULFATE 1 mg/1 mL RENAUDIN, sol inj, amp";"ATROPINE";"amp";"ampoule(s)"
26844;"ATROPINE SULFATE 1 mg/5 mL AGUETTANT, sol inj, srg";"ATROPINE";"ser_prr";"seringue(s) pré-remplie(s)"
8462;"POLY-KARAYA, granulés, sachet";"AUTRES ANTIACIDES, MEDICAMENTS DE L'ULCERE PEPTIQUE ET DES FLATULENCES";"sachet";"sachet(s)-dose"
2040;"TRIMEBUTINE 50 mg/5 mL MEDISOL, sol inj, amp";"TRIMEBUTINE";"amp";"ampoule(s)"
2042;"DEBRIDAT, granulés pr susp buv, sachet";"TRIMEBUTINE";"sachet";"sachet(s)-dose"
14591;"TRIMEBUTINE 100 mg ARROW GENERIQUES, cpr";"TRIMEBUTINE";"cpr";"comprimé(s)"
416;"ACAMPROSATE 333 mg VIATRIS, cpr gastro-résistant";"ACAMPROSATE";"cpr";"comprimé(s)"
444;"DONEPEZIL 10 mg MYLAN, cpr orodispersible";"DONEPEZIL";"cpr";"comprimé(s)"
4259;"REPAGLINIDE 1 mg ARROW LAB, cpr";"REPAGLINIDE";"cpr";"comprimé(s)"
4260;"REPAGLINIDE 2 mg ARROW LAB, cpr";"REPAGLINIDE";"cpr";"comprimé(s)"
14522;"REPAGLINIDE 0.5 mg ARROW LAB, cpr";"REPAGLINIDE";"cpr";"comprimé(s)"
9978;"PARIET 20 mg, cpr gastro-résistant";"RABEPRAZOLE";"cpr";"comprimé(s)"
17190;"HERCEPTIN 600 mg/5 mL, sol inj, flac";"TRASTUZUMAB";"flac";"flacon(s)"
31667;"TRAZIMERA 420 mg, pdr pr sol à diluer pr perf";"TRASTUZUMAB";"flac";"flacon(s)"
30241;"NEVIRAPINE LP 400 mg VIATRIS, cpr à libération prolongée";"NEVIRAPINE";"cpr";"comprimé(s)"
19576;"VIRAMUNE 50 mg/5 mL, susp buv, flac 240 mL";"NEVIRAPINE";"flac";"flacon(s)"
13208;"CELEBREX 100 mg, gélule";"CELECOXIB";"gel";"gélule(s)"
5174;"PYOSTACINE 500 mg, cpr";"PRISTINAMYCINE";"cpr";"comprimé(s)"
15486;"SYNAGIS 50 mg/0.5 mL, sol inj, flac";"PALIVIZUMAB";"flac";"flacon(s)"
15485;"SYNAGIS 100 mg/1 mL, sol inj, flac";"PALIVIZUMAB";"flac";"flacon(s)"
9649;"AROMASINE 25 mg, cpr";"EXEMESTANE";"cpr";"comprimé(s)"
1736;"IRBESARTAN HCT 300 mg/12.5 mg EG, cpr";"IRBESARTAN ET DIURETIQUES";"cpr";"comprimé(s)"
38788;"IRBESARTAN HCT 150 mg/12.5 mg EG, cpr";"IRBESARTAN ET DIURETIQUES";"cpr";"comprimé(s)"
38675;"ACTONEL 35 mg, cpr gastro-résistant";"RISEDRONIQUE ACIDE";"cpr";"comprimé(s)"
9308;"ARAVA 10 mg, cpr";"LEFLUNOMIDE";"cpr";"comprimé(s)"
9682;"ARAVA 20 mg, cpr";"LEFLUNOMIDE";"cpr";"comprimé(s)"
4262;"INSULINE ASPARTE 100 u/mL SANOFI, sol inj, cart 3 mL";"INSULINE ASPARTE";"cart";"cartouche(s)"
4261;"INSULINE ASPARTE 100 u/mL SANOFI, sol inj, stylo 3 mL";"INSULINE ASPARTE";"stylo_prr";"stylo(s) pré-rempli(s)"
26982;"FIASP 100 u/mL, sol inj, stylo 3 mL FLEXTOUCH";"INSULINE ASPARTE";"stylo_prr";"stylo(s) pré-rempli(s)"
2936;"RIVASTIGMINE 4.6 mg/24 h VIATRIS, dispositif transdermique";"RIVASTIGMINE";"dtd";"dispositif(s) transdermique(s)"
2937;"RIVASTIGMINE 9.5 mg/24 h VIATRIS, dispositif transdermique";"RIVASTIGMINE";"dtd";"dispositif(s) transdermique(s)"
29849;"TIROFIBAN 12.5 mg/250 mL MEDAC, sol pr perf, poche";"TIROFIBAN";"poche";"poche(s)"
12639;"FASTURTEC 7.5 mg/5 mL, pdr et solv pr sol à diluer pr perf, flac & amp";"RASBURICASE";"amp";"ampoule(s)"
12638;"FASTURTEC 1.5 mg/1 mL, pdr et solv pr sol à diluer pr perf, flac & amp";"RASBURICASE";"amp";"ampoule(s)"
4087;"METHADONE CHLORHYDRATE 5 mg AP-HP, sirop, récipient unidose 3.75 mL";"METHADONE";"dose";"dose(s)"
4088;"METHADONE CHLORHYDRATE 20 mg AP-HP, sirop, récipient unidose 15 mL";"METHADONE";"dose";"dose(s)"
4089;"METHADONE CHLORHYDRATE 60 mg AP-HP, sirop, récipient unidose 15 mL";"METHADONE";"dose";"dose(s)"
9807;"METHADONE 20 mg AP-HP, gélule";"METHADONE";"gel";"gélule(s)"
9808;"METHADONE 40 mg AP-HP, gélule";"METHADONE";"gel";"gélule(s)"
9473;"METHADONE CHLORHYDRATE 10 mg AP-HP, sirop, récipient unidose 7.5 mL";"METHADONE";"dose";"dose(s)"
9871;"METHADONE 10 mg AP-HP, gélule";"METHADONE";"gel";"gélule(s)"
13586;"METHADONE 5 mg AP-HP, gélule";"METHADONE";"gel";"gélule(s)"
12391;"METHADONE 1 mg AP-HP, gélule";"METHADONE";"gel";"gélule(s)"
30954;"METHADONE CHLORHYDRATE 40 mg AP-HP, sirop, récipient unidose 15 mL";"METHADONE";"dose";"dose(s)"
12982;"DERINOX, sol pr pulv nasale, flac 15 mL";"PREDNISOLONE EN ASSOCIATION";"flac";"flacon(s)"
3178;"FURADANTINE 50 mg, gélule";"NITROFURANTOINE";"gel";"gélule(s)"
30403;"OROBUPRE 2 mg, lyophilisat oral";"BUPRENORPHINE";"lyoph_or";"lyophilisat oral(s)"
6097;"BUPRENORPHINE 8 mg VIATRIS, cpr sublingual";"BUPRENORPHINE";"cpr";"comprimé(s)"
6096;"BUPRENORPHINE 2 mg VIATRIS, cpr sublingual";"BUPRENORPHINE";"cpr";"comprimé(s)"
12087;"BUPRENORPHINE 0.4 mg VIATRIS, cpr sublingual";"BUPRENORPHINE";"cpr";"comprimé(s)"
30405;"OROBUPRE 8 mg, lyophilisat oral";"BUPRENORPHINE";"lyoph_or";"lyophilisat oral(s)"
35461;"BUVIDAL 64 mg/0.18 mL, sol inj à libération prolongée, srg";"BUPRENORPHINE";"ser_prr";"seringue(s) pré-remplie(s)"
35462;"BUVIDAL 96 mg/0.27 mL, sol inj à libération prolongée, srg";"BUPRENORPHINE";"ser_prr";"seringue(s) pré-remplie(s)"
35735;"BUPRENORPHINE 1 mg VIATRIS, cpr sublingual";"BUPRENORPHINE";"cpr";"comprimé(s)"
39205;"BUVIDAL 128 mg/0.36 mL, sol inj à libération prolongée, srg";"BUPRENORPHINE";"ser";"seringue(s)"
8610;"MACROGOL 4000, 10 g BIOGARAN, pdr pr sol buv, sachet";"MACROGOL";"sachet";"sachet(s)-dose"
12030;"MACROGOL 4000, 4 g ARROW, pdr pr sol buv, sachet";"MACROGOL";"sachet";"sachet(s)-dose"
19347;"VIRGAN 1.5 mg/g, gel ophtalmique, tube 5 g";"GANCICLOVIR";"appln";"application(s)"
5049;"PRODILANTIN 750 mg/10 mL, sol inj ou sol à diluer pr perf, flac";"FOSPHENYTOINE";"flac";"flacon(s)"
30254;"ABACAVIR 300 mg ARROW, cpr séc";"ABACAVIR";"cpr";"comprimé(s)"
19574;"ZIAGEN 20 mg/mL, sol buv, flac 240 mL";"ABACAVIR";"flac";"flacon(s)"
5922;"PHLOROGLUCINOL 80 mg ARROW, cpr orodispersible";"PHLOROGLUCINOL";"cpr";"comprimé(s)"
5923;"PHLOROGLUCINOL TRIMETHYLPHLOROGLUCINOL 40 mg/0.04 mg/4 mL ARROW, sol inj, amp";"PHLOROGLUCINOL";"amp";"ampoule(s)"
5924;"SPASFON, suppo";"PHLOROGLUCINOL";"suppo";"suppositoire(s)"
21075;"MABTHERA 1 400 mg/11.7 mL, sol inj, SC, flac";"RITUXIMAB";"flac";"flacon(s)"
31670;"RIXATHON 500 mg/50 mL, sol à diluer pr perf, flac";"RITUXIMAB";"flac";"flacon(s)"
7602;"LINEZOLIDE 600 mg STRAGEN, cpr";"LINEZOLIDE";"cpr";"comprimé(s)"
7603;"ZYVOXID 600 mg/300 mL, sol pr perf, poche FREEFLEX";"LINEZOLIDE";"mL";"millilitre(s)"
7604;"ZYVOXID 100 mg/5 mL, granulés pr susp buv, flac 150 mL";"LINEZOLIDE";"flac";"flacon(s)"
4258;"NOVOMIX 30, 100 u/mL, susp inj, stylo 3 mL FLEXPEN";"INSULINE ASPARTE";"stylo_prr";"stylo(s) pré-rempli(s)"
12748;"NOVOMIX 50, 100 u/mL, susp inj, stylo 3 mL FLEXPEN";"INSULINE ASPARTE";"mL";"millilitre(s)"
10158;"INEXIUM 10 mg, granulés gastro-résistants pr susp buv, sachet";"ESOMEPRAZOLE";"sachet";"sachet(s)-dose"
3546;"INEXIUM 40 mg, pdr pr sol inj ou pr perf";"ESOMEPRAZOLE";"flac";"flacon(s)"
5528;"SMECTA ORANGE VANILLE 3 g, pdr pr susp buv, sachet";"DIOSMECTITE";"sachet";"sachet(s)-dose"
33546;"CYSTADANE 1 g, pdr orale, flac 180 g";"BETAINE";"flac";"flacon(s)"
12563;"REPLAGAL 3.5 mg/3.5 mL, sol à diluer pr perf, flac";"AGALSIDASE ALPHA";"flac";"flacon(s)"
26763;"WILZIN 50 mg, gélule";"ZINC ACETATE";"gel";"gélule(s)"
4084;"METALYSE 10 000 u/10 mL, pdr et solv pr sol inj, flac & srg";"TENECTEPLASE";"flac";"flacon(s)"
448;"ARIXTRA 5 mg/0.4 mL, sol inj, srg";"FONDAPARINUX";"ser_prr";"seringue(s) pré-remplie(s)"
446;"ARIXTRA 10 mg/0.8 mL, sol inj, srg";"FONDAPARINUX";"mL";"millilitre(s)"
447;"ARIXTRA 2.5 mg/0.5 mL, sol inj, srg";"FONDAPARINUX";"ser_prr";"seringue(s) pré-remplie(s)"
449;"ARIXTRA 7.5 mg/0.6 mL, sol inj, srg";"FONDAPARINUX";"ser_prr";"seringue(s) pré-remplie(s)"
15773;"ARANESP 10 ug/0.4 mL, sol inj, srg";"DARBEPOETINE ALFA";"mL";"millilitre(s)"
15775;"ARANESP 20 ug/0.5 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15790;"ARANESP 100 ug/0.5 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser";"seringue(s)"
15788;"ARANESP 80 ug/0.4 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15780;"ARANESP 40 ug/0.4 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15783;"ARANESP 50 ug/0.5 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15785;"ARANESP 60 ug/0.3 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15791;"ARANESP 150 ug/0.3 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
15777;"ARANESP 30 ug/0.3 mL, sol inj, srg";"DARBEPOETINE ALFA";"ser_prr";"seringue(s) pré-remplie(s)"
23845;"ARANESP 500 ug/1 mL, sol inj, srg";"DARBEPOETINE ALFA";"mL";"millilitre(s)"
38544;"ARANESP 130 ug/0.65 mL, sol inj, srg";"DARBEPOETINE ALFA";"mL";"millilitre(s)"
30487;"REVATIO 10 mg/mL, pdr pr susp buv, flac 112 mL";"AUTRES ANTIHYPERTENSEURS";"flac";"flacon(s)"
1958;"ROSUVASTATINE 5 mg ARROW, cpr";"ROSUVASTATINE";"cpr";"comprimé(s)"
